question,answer_llm,answer_orig,document
Can I count Bluesky posts toward the learning in public credits for this course?,Yes. Bluesky posts can be used for learning in public credits for this course.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Does posting on Bluesky qualify for the learning in public requirement?,Yes. Bluesky posts can be used for the learning in public requirement.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
"Are Bluesky updates accepted as learning in public credits, or only other platforms?",Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
"If I share my progress on Bluesky, can that be used for course credits?",Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Can I get learning in public credit for Bluesky posts?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
What’s the Telegram channel for LLM Zoomcamp?,The Telegram channel for LLM Zoomcamp is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where can I find the LLM Zoomcamp Telegram link?,The LLM Zoomcamp Telegram channel is here: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Is there a Telegram group for LLM Zoomcamp announcements?,Yes — use the Telegram channel for announcements: https://t.me/llm_zoomcamp.,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where should I go for LLM Zoomcamp updates on Telegram?,"Go to the LLM Zoomcamp Telegram channel: https://t.me/llm_zoomcamp

Use it for announcements. For technical discussion and questions, use the course Slack channel.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Can you share the LLM Zoomcamp Telegram channel URL?,The LLM Zoomcamp Telegram channel is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Why do I get a different number of FAQ records than what’s shown in the course videos?,"The FAQ dataset is loaded from a live source, so its contents change over time. New questions can be added and old ones removed, which means the number of FAQ records you get now may differ from what was shown in the course videos.

The videos were recorded in May 2026, so the count in your run may not match the video exactly.","We load the data from the live FAQ dataset, which changes over time: new questions are added and old ones are deleted. The videos were recorded in May 2026, so by the time you run the code the count is different from what you see in the videos.",e2d595f23c
Is it normal if my FAQ dataset count doesn’t match the lecture output?,"Yes — that’s normal.

The FAQ dataset is live and changes over time: new questions are added and old ones can be removed. The videos were recorded in May 2026, so the record count you see now may differ from the lecture output.","We load the data from the live FAQ dataset, which changes over time: new questions are added and old ones are deleted. The videos were recorded in May 2026, so by the time you run the code the count is different from what you see in the videos.",e2d595f23c
